col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,Date_Occurred,Division,col_10,Wday_Wnd,Incident_Type,Incident_Count
row-d89g~qibr_698y,00000000-0000-0000-3C0A-139C336C9AA6,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,A DIVISION,2,1,Persons on Trackbed/Police/Medical,2
row-2xgp-7jrx_yexi,00000000-0000-0000-F8DF-137A67BEEF79,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,A DIVISION,2,1,Subway Car,1
row-5i2u_q6ju-ihig,00000000-0000-0000-0EBE-CB59FF520E9B,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,A DIVISION,3,2,Signals,1
row-nc2q.p865.79ma,00000000-0000-0000-9F36-7B6421388FE3,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
row-arvx~xkmw-jxme,00000000-0000-0000-6C63-3D364817453F,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,A DIVISION,4,1,Signals,1
row-x797.tyc4~g4ii,00000000-0000-0000-E076-0341012684A3,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,A DIVISION,5,1,Signals,1
row-yftg.4drs~f8zn,00000000-0000-0000-8D1A-C42917AC5989,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,A DIVISION,5,1,Subway Car,2
row-xxq5.jfc2_p3im,00000000-0000-0000-C376-014CD26546A5,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
row-mef2.eyft~27fw,00000000-0000-0000-ECA6-B4321AF7FC8E,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,A DIVISION,6,1,Signals,1
row-gd2c-mzg8.y895,00000000-0000-0000-C03A-A76E78E9D911,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,A DIVISION,6,1,Stations and Structure,1
row-7k9h~q254~y7sq,00000000-0000-0000-608E-587F17619969,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,A DIVISION,6,1,Subway Car,2
row-55ig~2w6q-sgg6,00000000-0000-0000-B034-774185FB470E,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,A DIVISION,7,1,Signals,2
row-f3v9~m96w.5txd,00000000-0000-0000-690A-197984DFE432,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,A DIVISION,S 42nd,1,Subway Car,2
row-uend_hgge_xrnd,00000000-0000-0000-8797-E629AD94CBF0,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,A,1,Stations and Structure,2
row-angt_ckqc_b6u8,00000000-0000-0000-2CFD-47026548ED4C,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,B,1,Signals,1
row-kmzz_nm5c-yp5y,00000000-0000-0000-DC11-D96884D5049F,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,C,1,Persons on Trackbed/Police/Medical,1
row-mee3-4tub_675n,00000000-0000-0000-65C1-4EE2124C45B0,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
row-gz26_9a7e_qqjx,00000000-0000-0000-1252-54F3B69AF8E0,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,D,1,Signals,1
row-pyj8_4zp8_5z8i,00000000-0000-0000-6555-AF76F16AF1C6,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,D,1,Subway Car,1
row-d3wi.ieqj.7vt2,00000000-0000-0000-E794-7508D38D4581,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,D,2,Stations and Structure,1
row-shym_xrvp_fwzh,00000000-0000-0000-BD5E-D760B86F37F8,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,E,1,Other,1
row-ga5p_z2ne.jq49,00000000-0000-0000-9323-AA1EBC94960C,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,E,1,Signals,5
row-qvg6-jyys-96pp,00000000-0000-0000-7D83-D3C9E3E4E2D5,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,E,1,Stations and Structure,1
row-wt4q~avhr.7asc,00000000-0000-0000-114B-AAC2017BB991,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,E,1,Track,1
row-j37k~u38j_93x2,00000000-0000-0000-2241-F905906A3B7B,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,E,2,Stations and Structure,1
row-h4si.u3hn_jdda,00000000-0000-0000-E222-5C31F4A94AFF,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
row-98wm_8n8b.k26k,00000000-0000-0000-F62F-9390E337C6B4,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,F,1,Signals,3
row-2hdh_9tj4.hc2j,00000000-0000-0000-5A0E-993482570030,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,F,1,Stations and Structure,2
row-gf92_63wr~668g,00000000-0000-0000-F574-06DB17CEAE30,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,F,1,Track,2
row-862w~v3ui.7pie,00000000-0000-0000-C675-52A7FEBA87B5,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,L,1,Signals,1
row-qber~4iuv_zric,00000000-0000-0000-5E9B-A462802F0EA3,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,M,1,Signals,1
row-tnnt.c9yd_5tw8,00000000-0000-0000-EE7B-CE3F8C874A0C,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,M,1,Stations and Structure,1
row-ndq5-ikf6.77v7,00000000-0000-0000-05F5-BB4103F81ED0,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
row-wy74-z7m2~pgiw,00000000-0000-0000-C4ED-7FD9E489DD7B,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,N,1,Signals,1
row-p44v-md44~nvxk,00000000-0000-0000-1121-ED39B9C1BAB5,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,N,2,Subway Car,1
row-tgzx.dnav~xzg2,00000000-0000-0000-E843-3477AF1AC904,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,1
row-izzj_9fas-faun,00000000-0000-0000-9F9E-3836105ED35D,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,Q,1,Subway Car,1
row-fbue_d2ai.xwb9,00000000-0000-0000-81C0-05CBA68EB506,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,Q,1,Track,2
row-pizt_46d3.arna,00000000-0000-0000-D76F-AFBD4BC4E82B,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,R,1,Signals,2
row-x4ym.eeqf.bpg6,00000000-0000-0000-A254-11831AD6FCFB,0,1737737453,,1737737453,,{ },2021-06-01T00:00:00,B DIVISION,R,1,Stations and Structure,1
row-7wb7_hmrg-wq9s,00000000-0000-0000-972F-29749381F904,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,A DIVISION,1,1,Persons on Trackbed/Police/Medical,1
row-yymc.3sit~qvcz,00000000-0000-0000-BC3D-9D61D296C9A5,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
row-y8x7.kcgb-jnmd,00000000-0000-0000-BD5F-55AAA30937C5,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,A DIVISION,2,1,Track,1
row-yy5i_sne8-md8n,00000000-0000-0000-6E1E-053C5726B1C3,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,A DIVISION,3,1,Persons on Trackbed/Police/Medical,2
row-bppi.g2pe~zh8p,00000000-0000-0000-2564-93D35EF39CB9,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,A DIVISION,5,1,Signals,1
row-9e2y_2g4c.5evn,00000000-0000-0000-F815-8C35F7F16A39,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
row-3q3d-927u~fuvn,00000000-0000-0000-6489-3C9090503E14,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,A DIVISION,6,1,Signals,1
row-dpb9.jwuq.wzt4,00000000-0000-0000-C63A-6570816214C5,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,A DIVISION,6,1,Track,2
row-mv5g-p9a4.kebz,00000000-0000-0000-A6C4-A4881DA2B67F,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,A DIVISION,7,1,Signals,1
row-3bwz_hwy2-ctpg,00000000-0000-0000-7F2E-C4B2C5376C57,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,A DIVISION,7,2,Signals,1
row-s77n~5hyp.zbbn,00000000-0000-0000-6728-5839E65CED6C,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,A,1,Signals,1
row-5qpg.h4nn~g9n9,00000000-0000-0000-593F-52E99610FED3,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,A,1,Track,1
row-wf26~3med_56rz,00000000-0000-0000-F0AE-082C5CDC82B9,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,B,1,Persons on Trackbed/Police/Medical,1
row-v5nb.2wnw_kq82,00000000-0000-0000-29EB-A3918F1BED61,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,B,1,Stations and Structure,1
row-w2qm.2g7i-uia8,00000000-0000-0000-FFFD-5C1F7EB8D000,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,B,1,Subway Car,1
row-aecr_6zg5~u2xb,00000000-0000-0000-0635-A89D5BA2506A,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,B,1,Track,1
row-s8t5-ttzv~983z,00000000-0000-0000-4C69-9A9B6DB80247,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,C,2,Signals,1
row-58q5~2iik_cn6m,00000000-0000-0000-9A0E-68C414AF448A,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,D,1,Signals,1
row-vhwn-i8e6.qaqt,00000000-0000-0000-0F24-C73E3900413C,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
row-eqew~293t~8sq4,00000000-0000-0000-F9EA-BAF6EDBB3BC1,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,E,1,Stations and Structure,1
row-addy_z2cr-ftz2,00000000-0000-0000-2927-B809EFEFA4CC,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,E,1,Track,2
row-8cg6-gyyq_9waa,00000000-0000-0000-E5BE-7E4CFE07D3AE,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,F,1,Other,1
row-cun7.njgw-nmaq,00000000-0000-0000-C0C0-FF7E579AD52D,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,F,1,Signals,3
row-b4as-nax4_yxni,00000000-0000-0000-4115-B1B1597840F2,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,JZ,1,Track,1
row-vvdf-zq82_rsz2,00000000-0000-0000-B693-61D2CB993022,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
row-8ep5-nzne_v8km,00000000-0000-0000-5E37-A87F0D7E3F07,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,L,1,Subway Car,1
row-cugy.ny36.3he2,00000000-0000-0000-ABB3-5FD5EDAD3BD1,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,L,1,Track,1
row-jzyz~m8sm~yy34,00000000-0000-0000-6583-1A14525B9294,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,M,1,Persons on Trackbed/Police/Medical,1
row-yvvn.at59~n2tf,00000000-0000-0000-B278-F0D507C4E1F5,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,M,1,Track,1
row-b43r~rzxn_ekit,00000000-0000-0000-F952-137A380E4AEE,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,N,1,Signals,2
row-jwkv-bt4r-sfc2,00000000-0000-0000-01CB-83BF55D62079,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,N,1,Stations and Structure,1
row-r7nd.zfm5.enja,00000000-0000-0000-AAFC-D97626D73F0C,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,N,1,Subway Car,1
row-seca_rhec_vtez,00000000-0000-0000-731A-6AE452E0EB54,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,N,1,Track,1
row-m8dy.aq2r-7kar,00000000-0000-0000-DA65-09458AF7EDB1,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,N,2,Signals,1
row-smr3~adus~kujb,00000000-0000-0000-E5CD-51ABBC837829,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,Q,1,Signals,1
row-sgqv-2vgd-utv4,00000000-0000-0000-FA96-9ECFCFDAE0C2,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
row-gzsi.tkt2-5xzg,00000000-0000-0000-AD57-3AD1F46F8E3E,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,R,1,Signals,1
row-yiwe~y4hn~dnh6,00000000-0000-0000-F5D9-45959F1E41A0,0,1737737453,,1737737453,,{ },2021-07-01T00:00:00,B DIVISION,S Rock,2,Other,1
row-kdtz.qi88.sdqv,00000000-0000-0000-ABF5-2346F17B3A20,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,,,2,Other,1
row-gkbf~pvxp_a9gf,00000000-0000-0000-8E36-CFD79FF3765D,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,A DIVISION,1,2,Stations and Structure,1
row-nt3x~nkcw~qq9y,00000000-0000-0000-7414-813F9DC8FD34,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
row-b3aj_pviw_5y83,00000000-0000-0000-1B45-69B06DE2C1C0,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,A DIVISION,4,1,Other,1
row-8str_3dwa-rdia,00000000-0000-0000-FB7E-CDAF869DB330,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,A DIVISION,4,2,Track,1
row-27wm-hjhr.5f5p,00000000-0000-0000-E6E3-0CA5FD7840D8,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,A DIVISION,5,1,Signals,1
row-8ytn~vhnb.tfyn,00000000-0000-0000-E487-E21D7A148854,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,A DIVISION,6,1,Signals,2
row-352n_ctc7~5e26,00000000-0000-0000-1CF0-76D5699B3FA1,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,A DIVISION,6,1,Track,1
row-wpbh-65id.axy7,00000000-0000-0000-D32A-A5D4AB6028A1,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,A DIVISION,7,1,Other,1
row-cuii_ybjh.qzev,00000000-0000-0000-0473-44268B01249C,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,A DIVISION,7,1,Signals,2
row-zyrp.etuf-vauy,00000000-0000-0000-ECA9-2941DD8F4AF9,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,A DIVISION,S 42nd,1,Stations and Structure,1
row-8x74-pekr_52vu,00000000-0000-0000-DD4B-1D59380BFF0E,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,B DIVISION,C,1,Persons on Trackbed/Police/Medical,1
row-f8dj.jxzw-7nes,00000000-0000-0000-6217-DCCCCEFD087E,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,B DIVISION,C,2,Signals,1
row-nrwt_vwk5-dbk3,00000000-0000-0000-53D3-DD5D6A0A1533,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
row-8b3s~gsnk_bgyn,00000000-0000-0000-6B21-81B4234C2C63,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,B DIVISION,E,1,Signals,2
row-zufg~jft9-x9w8,00000000-0000-0000-5ADA-000E276C2971,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
row-z8ku-6ink_3bie,00000000-0000-0000-F4C9-90A3866B8BB8,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,B DIVISION,N,1,Signals,1
row-qncn_9gyr.kuzb,00000000-0000-0000-2F7F-1ABA9BE1279A,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,B DIVISION,Q,1,Signals,2
row-5crh_gxzc~h6xr,00000000-0000-0000-D728-1D727DD7B434,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,B DIVISION,Q,1,Subway Car,1
row-4z2q~etgc.7i6h,00000000-0000-0000-1874-C8E913DBB87A,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,B DIVISION,Q,2,Persons on Trackbed/Police/Medical,1
row-9nsg~chne.c53y,00000000-0000-0000-36EA-14480DA7B9A4,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,B DIVISION,R,1,Signals,4
row-za6q.s43f_qjap,00000000-0000-0000-618F-E25B060E1653,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,B DIVISION,R,1,Track,1
row-tmr9.4tuw~hscv,00000000-0000-0000-50EF-AE84D402B700,0,1737737453,,1737737453,,{ },2021-08-01T00:00:00,B DIVISION,R,2,Subway Car,1
row-t6u2-jbbk_78j8,00000000-0000-0000-D586-84EED97FD0AE,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,A DIVISION,1,1,Signals,1
row-cwpd_k9eu-sr7g,00000000-0000-0000-3302-2F41AF590E9D,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,A DIVISION,2,1,Stations and Structure,1
row-zt7p_cxus-f47s,00000000-0000-0000-8F79-EF4680A923FA,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,A DIVISION,3,1,Signals,1
row-md2k-yz6n-9f2u,00000000-0000-0000-6ED9-0A58A08000BD,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
row-5y3k-4fen.3wdk,00000000-0000-0000-2106-BA4657E5FD4A,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,A DIVISION,5,1,Signals,1
row-3s9s~krv3~4ufm,00000000-0000-0000-A807-13C1A5CC163B,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
row-5exy.v5j5-gz38,00000000-0000-0000-005B-5E75F8FF989D,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,A DIVISION,6,1,Signals,3
row-trk5-2ybp.fuum,00000000-0000-0000-312F-93E535ECFE84,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,A DIVISION,6,1,Track,1
row-fnph.zpbq~6feb,00000000-0000-0000-D9C2-79C6C3C7E2AE,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,A DIVISION,6,2,Stations and Structure,2
row-3txa-92w8-cvq4,00000000-0000-0000-5A25-838063A9C91F,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,A DIVISION,7,1,Signals,1
row-85pb-ie59~ai9m,00000000-0000-0000-4487-E3AE61561901,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,A DIVISION,7,1,Track,1
row-q4r8-223d.ubtd,00000000-0000-0000-7421-79DC64AC13C3,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
row-hyvh.224x~dgft,00000000-0000-0000-9458-42B9FCA0C6D5,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,B DIVISION,A,1,Signals,2
row-i9qy~jz3i~vrdw,00000000-0000-0000-BCD6-7A7FEF6A69B3,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,B DIVISION,E,1,Other,1
row-6hek~n8af.siux,00000000-0000-0000-EFF9-3A1023531D2D,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
row-ns8r-vxjp~nciq,00000000-0000-0000-5932-A8654248332C,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,B DIVISION,E,1,Signals,2
row-bq26.q8vm~npi6,00000000-0000-0000-4FBF-B7523340D2A6,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,B DIVISION,E,1,Stations and Structure,2
row-pynq_big5~5bsz,00000000-0000-0000-3C97-C9062E6FBEEE,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,B DIVISION,F,1,Other,1
row-md9r-5zwg_dca3,00000000-0000-0000-AEB5-DBFB5B40045E,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,B DIVISION,F,1,Signals,1
row-m7zc.bgj9_qr6m,00000000-0000-0000-A565-A4F1F0F0340F,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,B DIVISION,F,1,Stations and Structure,1
row-adjs_6im3.6t29,00000000-0000-0000-E9AD-36C43A8581D7,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,B DIVISION,F,1,Track,2
row-8vmz-6vdz_kscx,00000000-0000-0000-B996-E7A5696A0BFA,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
row-pv2n_y5ex-2xdk,00000000-0000-0000-18EB-E8416379EB16,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,B DIVISION,N,1,Signals,1
row-xy8d~uczf.rwur,00000000-0000-0000-E9E6-FA4F3CFD3A4E,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,B DIVISION,Q,1,Other,1
row-bxr8.nemi_5knb,00000000-0000-0000-758B-1BAFB4014221,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,1
row-fuju.vyh6.z4uz,00000000-0000-0000-B506-7384C9FB4043,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,B DIVISION,Q,1,Subway Car,1
row-wq6w~pb93~w49d,00000000-0000-0000-B784-A3991EBB042E,0,1737737453,,1737737453,,{ },2021-09-01T00:00:00,B DIVISION,R,1,Signals,2
row-94t3_mgh6~jjcy,00000000-0000-0000-473E-A072538688C7,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,A DIVISION,1,1,Persons on Trackbed/Police/Medical,1
row-vn84~x9zw~7dk9,00000000-0000-0000-CF80-212AA58D56BA,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,A DIVISION,1,1,Signals,1
row-bcq8-vfzh_jcq5,00000000-0000-0000-71ED-CA388ECB3E14,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,A DIVISION,2,1,Signals,1
row-9tik~9bd9~67wr,00000000-0000-0000-8F1D-82563559D6FC,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
row-n6tg.2fmx-9z8r,00000000-0000-0000-3F6B-BF1ED2554FAD,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,A DIVISION,3,1,Subway Car,1
row-ug9f.ecj7~nfeq,00000000-0000-0000-4903-93E62807960A,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
row-xsvw~udxy.ypvq,00000000-0000-0000-EAC9-7A1D75F80B48,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,A DIVISION,5,1,Signals,1
row-ub8d-3iq9~tpfj,00000000-0000-0000-6757-6C6C3D6319AD,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,A DIVISION,6,1,Persons on Trackbed/Police/Medical,3
row-kbsw.sqb7-x3zy,00000000-0000-0000-7CED-0508931CC165,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,A DIVISION,6,1,Signals,1
row-3sxy~7vhk-n2yy,00000000-0000-0000-7933-77B941A92BE5,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,A DIVISION,6,1,Subway Car,1
row-jmu9~d3ps-6pak,00000000-0000-0000-2B3E-52ADA89DB4EF,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
row-7qs6~asz3~sfzj,00000000-0000-0000-46D4-570FCA6A9BFD,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,B DIVISION,C,2,Signals,1
row-vcdp.bge2~3tsi,00000000-0000-0000-65B8-F94573237FCF,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,B DIVISION,C,2,Subway Car,1
row-ncra-tgyh.4k7g,00000000-0000-0000-942C-8680E99FB6BE,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,B DIVISION,D,1,Subway Car,1
row-atsg-ryxp~z99u,00000000-0000-0000-4359-A7BAB5AB5D40,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,B DIVISION,D,1,Track,1
row-geff_tadf~4bvq,00000000-0000-0000-1744-DCADE5D36153,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
row-6zw5~yfke~bg5z,00000000-0000-0000-08F1-BF2F4975117D,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,B DIVISION,F,1,Signals,2
row-pcz3-udz8~39px,00000000-0000-0000-8128-1C6986E6D0A4,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,B DIVISION,F,1,Stations and Structure,1
row-6tee-4ee9_8xux,00000000-0000-0000-39B9-A6BBD2BDBBC7,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,B DIVISION,G,1,Track,1
row-jdii.r5kg-3e9w,00000000-0000-0000-CAB6-2B00EFB2EFEB,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,B DIVISION,L,1,Signals,1
row-mnr8~5vpa~3afz,00000000-0000-0000-90CC-24042A60355F,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,B DIVISION,L,1,Subway Car,1
row-b2pg_6fks-xx52,00000000-0000-0000-A0C3-7903D5DD2C4D,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,B DIVISION,M,1,Signals,2
row-4p69_seza_2e6r,00000000-0000-0000-DEDC-841F7AC38DBE,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,B DIVISION,N,1,Signals,1
row-aq8d~zyce_my3q,00000000-0000-0000-D907-C4E3AF4B28CF,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,B DIVISION,N,1,Track,1
row-us3e~u2ar~2vse,00000000-0000-0000-71BC-C9A11ACC09F8,0,1737737453,,1737737453,,{ },2021-10-01T00:00:00,B DIVISION,R,1,Subway Car,2
row-385d-sgqb_afnv,00000000-0000-0000-7F44-A1F484F778BB,0,1737737453,,1737737453,,{ },2021-11-01T00:00:00,A DIVISION,1,1,Persons on Trackbed/Police/Medical,1
row-axnf-dm5x_wxin,00000000-0000-0000-038A-824C463A6E83,0,1737737453,,1737737453,,{ },2021-11-01T00:00:00,A DIVISION,2,1,Signals,1
